protein_1,protein_1_idx,protein_2,protein_2_idx,confidence,attributes,attribute_p1,attribute_p2
samplewt_20096,2131,samplewt_30847,4379,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20096,2131,samplewt_31027,4417,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20096,2131,samplewt_32824,4799,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20096,2131,samplewt_32962,4831,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20096,2131,samplewt_4349,5092,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20096,2131,samplewt_8040,5915,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_20096,2131,samplewt_8197,5945,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20096,2131,samplewt_8858,6091,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_2043,2203,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_2051,2223,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20106,2133,samplewt_20588,2241,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20106,2133,samplewt_20595,2243,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_20651,2257,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20106,2133,samplewt_22474,2618,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20106,2133,samplewt_22922,2700,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_23529,2811,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20106,2133,samplewt_24389,3011,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_24777,3104,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_25096,3170,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_2526,3205,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20106,2133,samplewt_26248,3415,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_28226,3786,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20106,2133,samplewt_29263,4041,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_30208,4239,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_30531,4317,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_31070,4432,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_31634,4557,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_32173,4663,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20106,2133,samplewt_32260,4679,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_3459,4904,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_358,4933,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_3655,4950,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_3812,4977,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_4898,5235,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_5039,5264,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_5423,5322,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_5537,5354,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_7161,5711,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_866,6050,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20106,2133,samplewt_9036,6114,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_2097,2331,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20129,2134,samplewt_22362,2603,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20129,2134,samplewt_22585,2645,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_23681,2837,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_23858,2881,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_24640,3068,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_24915,3142,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_25034,3158,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20129,2134,samplewt_25344,3220,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_26141,3393,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_29893,4166,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_20129,2134,samplewt_30208,4239,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_32175,4665,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_4270,5070,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_477,5210,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_4957,5250,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_5011,5258,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_5039,5264,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_5682,5385,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_5727,5392,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_5949,5462,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_20129,2134,samplewt_784,5856,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20129,2134,samplewt_9930,6281,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20133,2135,samplewt_2215,2555,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20133,2135,samplewt_27789,3710,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20133,2135,samplewt_6391,5545,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20133,2135,samplewt_8631,6041,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20139,2138,samplewt_22474,2618,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20139,2138,samplewt_24777,3104,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20139,2138,samplewt_30531,4317,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20139,2138,samplewt_31070,4432,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20139,2138,samplewt_3812,4977,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20139,2138,samplewt_4163,5048,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20139,2138,samplewt_4325,5085,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20139,2138,samplewt_5537,5354,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20139,2138,samplewt_5617,5365,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20139,2138,samplewt_866,6050,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20139,2138,samplewt_978,6252,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20159,2146,samplewt_20597,2245,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20159,2146,samplewt_20728,2279,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20159,2146,samplewt_20861,2309,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20159,2146,samplewt_23296,2761,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20159,2146,samplewt_23767,2862,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20159,2146,samplewt_23881,2885,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20159,2146,samplewt_23913,2897,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20159,2146,samplewt_24265,2980,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20159,2146,samplewt_24599,3060,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20159,2146,samplewt_26024,3371,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20159,2146,samplewt_28121,3772,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20159,2146,samplewt_31353,4487,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20159,2146,samplewt_31599,4552,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20159,2146,samplewt_8036,5912,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20179,2147,samplewt_8355,5972,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_20865,2312,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_2167,2462,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_23085,2725,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_23299,2764,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_24630,3067,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_25204,3196,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_26474,3460,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_26781,3526,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20188,2150,samplewt_26882,3543,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_2714,3587,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_28016,3755,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20188,2150,samplewt_29548,4102,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_30114,4212,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_31232,4465,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_31634,4557,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_4719,5193,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_5539,5356,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_7305,5753,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_8841,6084,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20188,2150,samplewt_8970,6100,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20188,2150,samplewt_9605,6212,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20189,2151,samplewt_25621,3291,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20203,2152,samplewt_32824,4799,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20203,2152,samplewt_6511,5570,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20211,2155,samplewt_2131,2395,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20211,2155,samplewt_25615,3289,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20211,2155,samplewt_29341,4060,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20211,2155,samplewt_30838,4376,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20211,2155,samplewt_751,5791,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20218,2159,samplewt_21395,2420,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20218,2159,samplewt_24170,2949,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20218,2159,samplewt_27282,3609,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20218,2159,samplewt_31359,4489,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20218,2159,samplewt_7284,5744,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20220,2161,samplewt_2043,2203,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20220,2161,samplewt_20588,2241,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20220,2161,samplewt_28226,3786,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20220,2161,samplewt_3172,4567,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20220,2161,samplewt_358,4933,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20220,2161,samplewt_7161,5711,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_20594,2242,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_22116,2543,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_23456,2801,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_2381,2871,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_2440,3014,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_2571,3303,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_26803,3533,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_2726,3604,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_27901,3731,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_27904,3733,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_28124,3773,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_28341,3810,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20227,2163,samplewt_28578,3870,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_28774,3921,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20227,2163,samplewt_29541,4098,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_29940,4178,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_30090,4209,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_30349,4278,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_31196,4457,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_3401,4884,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20227,2163,samplewt_3892,4989,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20227,2163,samplewt_4427,5129,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_4746,5203,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_6501,5564,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_7217,5730,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_8286,5962,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_9520,6198,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20227,2163,samplewt_9979,6291,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_20303,2177,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_20595,2243,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_20783,2286,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20234,2165,samplewt_20899,2322,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_2103,2343,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_21165,2369,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_21495,2435,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_21606,2452,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_2167,2462,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_22001,2523,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_23193,2740,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_23731,2854,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_2381,2871,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_23811,2872,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20234,2165,samplewt_24124,2946,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20234,2165,samplewt_24630,3067,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_25096,3170,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_25142,3178,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_2526,3205,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20234,2165,samplewt_25797,3324,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_26249,3416,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_2625,3417,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_26781,3526,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20234,2165,samplewt_26801,3532,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_26882,3543,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_27990,3746,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20234,2165,samplewt_28578,3870,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_29548,4102,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_29615,4115,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_29998,4195,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_30930,4396,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_31196,4457,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_31634,4557,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_31895,4606,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20234,2165,samplewt_31911,4610,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20234,2165,samplewt_32173,4663,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20234,2165,samplewt_32176,4666,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20234,2165,samplewt_32233,4671,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_32260,4679,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_32299,4689,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_33096,4859,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_3627,4944,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_3653,4949,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_414,5041,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_4427,5129,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_4719,5193,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_4945,5244,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_5553,5359,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_6432,5552,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_6501,5564,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_7146,5706,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_804,5914,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_8062,5919,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_8367,5978,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_8888,6094,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_8889,6095,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_8970,6100,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20234,2165,samplewt_9036,6114,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_9344,6169,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_9409,6181,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_9605,6212,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_9979,6291,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20234,2165,samplewt_9996,6297,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20249,2166,samplewt_21928,2510,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20249,2166,samplewt_24170,2949,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20249,2166,samplewt_24395,3013,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20249,2166,samplewt_24829,3118,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20249,2166,samplewt_25115,3174,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20249,2166,samplewt_27408,3629,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20249,2166,samplewt_31359,4489,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20249,2166,samplewt_32067,4639,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20249,2166,samplewt_7284,5744,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20273,2168,samplewt_20989,2335,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20273,2168,samplewt_20990,2336,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20273,2168,samplewt_21145,2361,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20273,2168,samplewt_21675,2463,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20273,2168,samplewt_23139,2734,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20273,2168,samplewt_2359,2818,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20273,2168,samplewt_24914,3141,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20273,2168,samplewt_31134,4447,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20273,2168,samplewt_5734,5396,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20273,2168,samplewt_8418,5992,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20293,2173,samplewt_22941,2705,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_20293,2173,samplewt_25203,3195,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_20293,2173,samplewt_31136,4449,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_20293,2173,samplewt_5731,5394,,"['NONE', 'NIGHT', 'DAY']",DAY,NONE
samplewt_20300,2175,samplewt_24388,3010,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20300,2175,samplewt_24777,3104,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20300,2175,samplewt_30531,4317,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20300,2175,samplewt_31070,4432,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20300,2175,samplewt_866,6050,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20301,2176,samplewt_28417,3823,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_20301,2176,samplewt_7198,5724,,"['NONE', 'NIGHT', 'DAY']",NIGHT,NONE
samplewt_20303,2177,samplewt_20303,2177,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20303,2177,samplewt_20323,2180,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20303,2177,samplewt_20333,2183,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20303,2177,samplewt_2036,2186,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20303,2177,samplewt_20417,2198,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20303,2177,samplewt_20421,2200,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20303,2177,samplewt_20422,2201,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20303,2177,samplewt_20440,2206,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20303,2177,samplewt_20453,2212,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
samplewt_20303,2177,samplewt_20458,2215,,"['NONE', 'NIGHT', 'DAY']",NONE,NONE
samplewt_20303,2177,samplewt_20499,2219,,"['NONE', 'NIGHT', 'DAY']",NONE,DAY
samplewt_20303,2177,samplewt_2051,2223,,"['NONE', 'NIGHT', 'DAY']",NONE,NIGHT
